term,overlap,set_size,query_size,p,genes,FDR,fold,direction,library
Negative Regulation Of Fibroblast Growth Factor Receptor Signaling Pathway (GO:0040037),2,12,264,0.026308266088851832,CREB3L1;SPRY4,0.23949008678303185,7.761363636363637,Up,GO_BP
Positive Regulation Of Alpha-Beta T Cell Proliferation (GO:0046641),2,12,264,0.026308266088851832,HLA-A;IL18,0.23949008678303185,7.761363636363637,Up,GO_BP
Negative Regulation Of Extrinsic Apoptotic Signaling Pathway In Absence Of Ligand (GO:2001240),2,12,264,0.026308266088851832,EYA2;IFI6,0.23949008678303185,7.761363636363637,Up,GO_BP
Negative Regulation Of Signal Transduction In Absence Of Ligand (GO:1901099),2,12,264,0.026308266088851832,EYA2;IFI6,0.23949008678303185,7.761363636363637,Up,GO_BP
Positive Regulation Of Sprouting Angiogenesis (GO:1903672),2,12,264,0.026308266088851832,ITGA5;KLF4,0.23949008678303185,7.761363636363637,Up,GO_BP
Dorsal/Ventral Pattern Formation (GO:0009953),2,12,264,0.026308266088851832,NBL1;PTCH1,0.23949008678303185,7.761363636363637,Up,GO_BP
Energy Reserve Metabolic Process (GO:0006112),2,12,264,0.026308266088851832,PID1;PYGL,0.23949008678303185,7.761363636363637,Up,GO_BP
Positive Regulation Of Type I Interferon-Mediated Signaling Pathway (GO:0060340),2,12,264,0.026308266088851832,NLRC5;WNT5A,0.23949008678303185,7.761363636363637,Up,GO_BP
Neural Tube Development (GO:0021915),2,12,264,0.026308266088851832,PKD1;PTCH1,0.23949008678303185,7.761363636363637,Up,GO_BP
Regulation Of Tissue Remodeling (GO:0034103),2,12,264,0.026308266088851832,CST3;IL18,0.23949008678303185,7.761363636363637,Up,GO_BP
Positive Regulation Of Interleukin-17 Production (GO:0032740),2,12,264,0.026308266088851832,IL18;RFTN1,0.23949008678303185,7.761363636363637,Up,GO_BP
Regulation Of Vasoconstriction (GO:0019229),2,12,264,0.026308266088851832,BDKRB2;F2R,0.23949008678303185,7.761363636363637,Up,GO_BP
Insulin Secretion (GO:0030073),2,12,264,0.026308266088851832,PTPRN2;RAB11FIP5,0.23949008678303185,7.761363636363637,Up,GO_BP
Positive Regulation Of Neurogenesis (GO:0050769),4,53,264,0.026756421148406068,METRN;PLXNA3;SHANK3;SOX8,0.24046694420637557,3.514579759862779,Up,GO_BP
Cell Morphogenesis Involved In Neuron Differentiation (GO:0048667),4,53,264,0.026756421148406068,ADGRB1;APLP1;MAPK8IP2;MFSD2A,0.24046694420637557,3.514579759862779,Up,GO_BP
Inorganic Anion Transmembrane Transport (GO:0098661),3,31,264,0.02826060917004946,APOL1;SLC1A1;SLC37A3,0.24475162901780778,4.506598240469208,Up,GO_BP
Positive Regulation Of Axonogenesis (GO:0050772),3,31,264,0.02826060917004946,L1CAM;METRN;PLXNA3,0.24475162901780778,4.506598240469208,Up,GO_BP
Regulation Of Type I Interferon-Mediated Signaling Pathway (GO:0060338),3,31,264,0.02826060917004946,ISG15;NLRC5;WNT5A,0.24475162901780778,4.506598240469208,Up,GO_BP
Positive Regulation Of Smooth Muscle Cell Proliferation (GO:0048661),3,31,264,0.02826060917004946,IL18;SERPINF2;STAT1,0.24475162901780778,4.506598240469208,Up,GO_BP
Activation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0006919),4,54,264,0.028425158004776272,BBC3;CASP8;F2R;S100A9,0.24475162901780778,3.4494949494949494,Up,GO_BP
Positive Regulation Of Epithelial Cell Proliferation (GO:0050679),5,80,264,0.028691832422427413,AREG;ECM1;EGFL7;LAMB1;WNT5A,0.24475162901780778,2.9105113636363638,Up,GO_BP
Negative Regulation Of Protein Binding (GO:0032091),4,55,264,0.030154523708869275,B2M;IFIT1;IFIT2;NES,0.24475162901780778,3.386776859504132,Up,GO_BP
One-Carbon Compound Transport (GO:0019755),2,13,264,0.030657585654094547,SLC4A2;SLC4A3,0.24475162901780778,7.164335664335664,Up,GO_BP
Regulation Of AMPA Receptor Activity (GO:2000311),2,13,264,0.030657585654094547,MAPK8IP2;SHANK3,0.24475162901780778,7.164335664335664,Up,GO_BP
Pulmonary Valve Morphogenesis (GO:0003184),2,13,264,0.030657585654094547,NFATC1;STRA6,0.24475162901780778,7.164335664335664,Up,GO_BP
Macrophage Differentiation (GO:0030225),2,13,264,0.030657585654094547,CASP8;LIF,0.24475162901780778,7.164335664335664,Up,GO_BP
Regulation Of Steroid Metabolic Process (GO:0019218),2,13,264,0.030657585654094547,ABCG1;STUB1,0.24475162901780778,7.164335664335664,Up,GO_BP
Regulation Of Response To Cytokine Stimulus (GO:0060759),2,13,264,0.030657585654094547,KLF4;WNT5A,0.24475162901780778,7.164335664335664,Up,GO_BP
Negative Regulation Of Blood Coagulation (GO:0030195),2,13,264,0.030657585654094547,PLAT;SERPINF2,0.24475162901780778,7.164335664335664,Up,GO_BP
Negative Regulation Of Cell Development (GO:0010721),2,13,264,0.030657585654094547,B2M;PTHLH,0.24475162901780778,7.164335664335664,Up,GO_BP
Regulation Of Bone Resorption (GO:0045124),2,13,264,0.030657585654094547,SLC4A2;TNFAIP3,0.24475162901780778,7.164335664335664,Up,GO_BP
Regulation Of Vascular Endothelial Growth Factor Signaling Pathway (GO:1900746),2,13,264,0.030657585654094547,CD63;JCAD,0.24475162901780778,7.164335664335664,Up,GO_BP
Sterol Metabolic Process (GO:0016125),3,32,264,0.03070236593632316,ABCG1;APOL2;OSBPL5,0.24475162901780778,4.365767045454545,Up,GO_BP
Positive Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001244),3,32,264,0.03070236593632316,BBC3;NACC2;S100A9,0.24475162901780778,4.365767045454545,Up,GO_BP
Negative Regulation Of Cysteine-Type Endopeptidase Activity (GO:2000117),3,32,264,0.03070236593632316,CST3;IFI6;KLF4,0.24475162901780778,4.365767045454545,Up,GO_BP
Synapse Organization (GO:0050808),5,82,264,0.031475548941068965,DNER;F2R;L1CAM;SHANK3;SNCG,0.24950561548229389,2.8395232815964526,Up,GO_BP
Negative Regulation Of NF-kappaB Transcription Factor Activity (GO:0032088),4,56,264,0.03194480312352913,BMP7;KLF4;NLRC5;TNFAIP3,0.2518107106553051,3.3262987012987013,Up,GO_BP
Positive Regulation Of JNK Cascade (GO:0046330),4,57,264,0.03379623115686259,RASSF2;SERPINF2;TNIK;TRAF1,0.25886610270828886,3.2679425837320575,Up,GO_BP
Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway (GO:0007188),4,57,264,0.03379623115686259,ADGRB1;OPRL1;PTHLH;RAMP1,0.25886610270828886,3.2679425837320575,Up,GO_BP
Positive Regulation Of Cellular Catabolic Process (GO:0031331),6,113,264,0.03485436971670589,ADAM8;DTX3L;OPTN;PRR5L;TICAM1;ULK1,0.25886610270828886,2.4726468222043443,Up,GO_BP
Regulation Of Macrophage Derived Foam Cell Differentiation (GO:0010743),2,14,264,0.035268828862509184,ABCG1;IL18,0.25886610270828886,6.652597402597403,Up,GO_BP
Regulation Of Fibroblast Growth Factor Receptor Signaling Pathway (GO:0040036),2,14,264,0.035268828862509184,CREB3L1;SPRY4,0.25886610270828886,6.652597402597403,Up,GO_BP
Cellular Response To Interferon-Beta (GO:0035458),2,14,264,0.035268828862509184,IRF1;STAT1,0.25886610270828886,6.652597402597403,Up,GO_BP
Peripheral Nervous System Development (GO:0007422),2,14,264,0.035268828862509184,NFASC;SOX8,0.25886610270828886,6.652597402597403,Up,GO_BP
Acylglycerol Biosynthetic Process (GO:0046463),2,14,264,0.035268828862509184,DGAT1;LPIN2,0.25886610270828886,6.652597402597403,Up,GO_BP
Central Nervous System Neuron Differentiation (GO:0021953),2,14,264,0.035268828862509184,KNDC1;MDGA1,0.25886610270828886,6.652597402597403,Up,GO_BP
Response To Interferon-Alpha (GO:0035455),2,14,264,0.035268828862509184,IFITM1;IFITM3,0.25886610270828886,6.652597402597403,Up,GO_BP
Regulation Of Toll-Like Receptor Signaling Pathway (GO:0034121),2,14,264,0.035268828862509184,IRF1;IRF7,0.25886610270828886,6.652597402597403,Up,GO_BP
Regulation Of Plasminogen Activation (GO:0010755),2,14,264,0.035268828862509184,PLAT;SERPINF2,0.25886610270828886,6.652597402597403,Up,GO_BP
Regulation Of Integrin-Mediated Signaling Pathway (GO:2001044),2,14,264,0.035268828862509184,CD63;LAMB1,0.25886610270828886,6.652597402597403,Up,GO_BP
Positive Regulation Of Biosynthetic Process (GO:0009891),3,34,264,0.035907264957233266,CREB3L1;F2R;SERPINF2,0.25886610270828886,4.108957219251337,Up,GO_BP
Antiviral Innate Immune Response (GO:0140374),3,34,264,0.035907264957233266,IFIT1;IFIT2;IFIT3,0.25886610270828886,4.108957219251337,Up,GO_BP
Protein Maturation (GO:0051604),5,85,264,0.035958721566849476,CASP4;CASP8;LMF1;PTCH1;STUB1,0.25886610270828886,2.739304812834225,Up,GO_BP
Regulation Of JNK Cascade (GO:0046328),5,85,264,0.035958721566849476,MAPK8IP2;RASSF2;SERPINF2;TNIK;TRAF1,0.25886610270828886,2.739304812834225,Up,GO_BP
Regulation Of Cytokine-Mediated Signaling Pathway (GO:0001959),3,35,264,0.038668976842316606,CASP8;TNFAIP3;ULK1,0.27091761663292185,3.9915584415584417,Up,GO_BP
Chloride Transport (GO:0006821),3,35,264,0.038668976842316606,APOL1;SLC1A1;TTYH3,0.27091761663292185,3.9915584415584417,Up,GO_BP
Epithelial Cell Migration (GO:0010631),3,35,264,0.038668976842316606,S100A9;STAT1;TNFRSF25,0.27091761663292185,3.9915584415584417,Up,GO_BP
Negative Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043124),3,35,264,0.038668976842316606,CASP8;STAT1;TNFAIP3,0.27091761663292185,3.9915584415584417,Up,GO_BP
Renal System Development (GO:0072001),3,35,264,0.038668976842316606,PKD1;STAT1;STRA6,0.27091761663292185,3.9915584415584417,Up,GO_BP
Regulation Of Endothelial Cell Migration (GO:0010594),4,60,264,0.03971902323457195,ADAMTS9;ADGRB1;SP100;WNT5A,0.27091761663292185,3.1045454545454545,Up,GO_BP
Negative Regulation Of Type I Interferon-Mediated Signaling Pathway (GO:0060339),2,15,264,0.04012883194633641,ISG15;NLRC5,0.27091761663292185,6.209090909090909,Up,GO_BP
Regulation Of Synapse Organization (GO:0050807),2,15,264,0.04012883194633641,MDGA1;WNT5A,0.27091761663292185,6.209090909090909,Up,GO_BP
Eye Morphogenesis (GO:0048592),2,15,264,0.04012883194633641,ALDH1A3;COL5A1,0.27091761663292185,6.209090909090909,Up,GO_BP
Reticulophagy (GO:0061709),2,15,264,0.04012883194633641,SNX7;ULK1,0.27091761663292185,6.209090909090909,Up,GO_BP
Camera-Type Eye Development (GO:0043010),2,15,264,0.04012883194633641,NES;STRA6,0.27091761663292185,6.209090909090909,Up,GO_BP
Regulation Of Dendritic Spine Development (GO:0060998),2,15,264,0.04012883194633641,KIF1A;SHANK3,0.27091761663292185,6.209090909090909,Up,GO_BP
Positive Regulation Of Morphogenesis Of An Epithelium (GO:1905332),2,15,264,0.04012883194633641,LIF;SOX8,0.27091761663292185,6.209090909090909,Up,GO_BP
Epithelium Development (GO:0060429),5,88,264,0.04081662896525931,MFSD2A;PKD1;PTCH1;SOX8;STAT1,0.27424887366657563,2.6459194214876036,Up,GO_BP
Regulation Of Apoptotic Signaling Pathway (GO:2001233),3,36,264,0.04153570350671663,GRINA;MAPK8IP2;TRAF1,0.27775771397145577,3.8806818181818183,Up,GO_BP
Regulation Of Defense Response (GO:0031347),4,61,264,0.04181642364740499,CASP4;CASP8;IRF1;WNT5A,0.27831591399287,3.0536512667660207,Up,GO_BP
Negative Regulation Of Cellular Process (GO:0048523),14,390,264,0.04211294733535405,ADGRB1;ARHGDIG;BMP7;F2R;GNG4;IFIT3;IFITM1;IGFBP3;IRF1;NACC2;PLXNA3;PTHLH;ULK1;WNK2,0.27865630718829226,1.6716783216783218,Up,GO_BP
Cytoskeleton Organization (GO:0007010),5,89,264,0.04252007575744928,BIN1;MICAL1;STRIP2;TNFAIP3;TNIK,0.27865630718829226,2.6161899897854957,Up,GO_BP
Positive Regulation Of Cell Differentiation (GO:0045597),8,182,264,0.042752294706688704,ADAM8;BMP7;IFITM1;IGFBP3;IL18;LAMB1;NBL1;SERPINF2,0.27865630718829226,2.046953046953047,Up,GO_BP
Regulation Of Endothelial Cell Proliferation (GO:0001936),4,62,264,0.043975426406637125,ECM1;EGFL7;STAT1;WNT5A,0.27865630718829226,3.004398826979472,Up,GO_BP
Regulation Of Innate Immune Response (GO:0045088),4,62,264,0.043975426406637125,ADAM8;CASP8;IRF1;TNFAIP3,0.27865630718829226,3.004398826979472,Up,GO_BP
Cellular Response To Lipopolysaccharide (GO:0071222),4,62,264,0.043975426406637125,IL18;TICAM1;TNFAIP3;WNT5A,0.27865630718829226,3.004398826979472,Up,GO_BP
Response To Lipopolysaccharide (GO:0032496),5,90,264,0.04426583512200643,F2R;S100A9;TICAM1;TNFAIP3;WNT5A,0.27865630718829226,2.587121212121212,Up,GO_BP
Negative Regulation Of Cell Differentiation (GO:0045596),7,151,264,0.04431933596955549,ABCG1;BMP7;COL5A1;PTCH1;PTHLH;SOX8;WNT5A,0.27865630718829226,2.158789885611078,Up,GO_BP
Action Potential (GO:0001508),2,16,264,0.045224871967483295,KCNH2;SLC4A3,0.27865630718829226,5.821022727272727,Up,GO_BP
Negative Regulation Of Neuron Differentiation (GO:0045665),2,16,264,0.045224871967483295,B2M;BMP7,0.27865630718829226,5.821022727272727,Up,GO_BP
Regulation Of Interleukin-17 Production (GO:0032660),2,16,264,0.045224871967483295,IL18;RFTN1,0.27865630718829226,5.821022727272727,Up,GO_BP
Pulmonary Valve Development (GO:0003177),2,16,264,0.045224871967483295,NFATC1;STRA6,0.27865630718829226,5.821022727272727,Up,GO_BP
Antigen Processing And Presentation Of Exogenous Peptide Antigen (GO:0002478),2,16,264,0.045224871967483295,HLA-A;MFSD6,0.27865630718829226,5.821022727272727,Up,GO_BP
Regulation Of RIG-I Signaling Pathway (GO:0039535),2,16,264,0.045224871967483295,DDX60;OASL,0.27865630718829226,5.821022727272727,Up,GO_BP
Cardiac Muscle Cell Action Potential (GO:0086001),2,16,264,0.045224871967483295,KCNH2;SLC4A3,0.27865630718829226,5.821022727272727,Up,GO_BP
Protein Heterooligomerization (GO:0051291),2,16,264,0.045224871967483295,PKD1;ZNF746,0.27865630718829226,5.821022727272727,Up,GO_BP
Regulation Of Potassium Ion Transport (GO:0043266),2,16,264,0.045224871967483295,CD63;KCNH2,0.27865630718829226,5.821022727272727,Up,GO_BP
Neuron Migration (GO:0001764),3,38,264,0.047580042376779104,DDIT4;DNER;MDGA1,0.2893768956622212,3.6764354066985647,Up,GO_BP
Regulation Of Bone Mineralization (GO:0030500),3,38,264,0.047580042376779104,BMP7;ECM1;ISG15,0.2893768956622212,3.6764354066985647,Up,GO_BP
Adenylate Cyclase-Activating G Protein-Coupled Receptor Signaling Pathway (GO:0007189),3,38,264,0.047580042376779104,ADGRB1;PTHLH;RAMP1,0.2893768956622212,3.6764354066985647,Up,GO_BP
Negative Regulation Of Binding (GO:0051100),4,64,264,0.04847800660507105,IFIT1;IFIT2;NES;SP100,0.29198318871139406,2.9105113636363633,Up,GO_BP
Plasma Membrane Bounded Cell Projection Organization (GO:0120036),5,93,264,0.04975801331635086,L1CAM;LAMB1;MICALL2;ULK1;UNC5A,0.29198318871139406,2.5036656891495603,Up,GO_BP
Positive Regulation Of Apoptotic Process (GO:0043065),9,222,264,0.05035552042829764,BIN1;CASP8;IFIT2;IGFBP3;IRF5;KCNMA1;LGALS1;PLEKHN1;RASSF2,0.29198318871139406,1.8878992628992628,Up,GO_BP
Skeletal Muscle Organ Development (GO:0060538),2,17,264,0.05054465407263408,STRA6;SVIL,0.29198318871139406,5.478609625668449,Up,GO_BP
Regulation Of Extrinsic Apoptotic Signaling Pathway In Absence Of Ligand (GO:2001239),2,17,264,0.05054465407263408,EYA2;IFI6,0.29198318871139406,5.478609625668449,Up,GO_BP
Chondroitin Sulfate Proteoglycan Biosynthetic Process (GO:0050650),2,17,264,0.05054465407263408,CHPF;CHPF2,0.29198318871139406,5.478609625668449,Up,GO_BP
Activation Of Protein Kinase B Activity (GO:0032148),2,17,264,0.05054465407263408,IL18;WNT5A,0.29198318871139406,5.478609625668449,Up,GO_BP
Pyroptosis (GO:0070269),2,17,264,0.05054465407263408,CASP4;CASP8,0.29198318871139406,5.478609625668449,Up,GO_BP
Negative Regulation Of Actin Filament Polymerization (GO:0030837),2,17,264,0.05054465407263408,MYADM;TMSB10,0.29198318871139406,5.478609625668449,Up,GO_BP
Release Of Cytochrome C From Mitochondria (GO:0001836),2,17,264,0.05054465407263408,BBC3;IFI6,0.29198318871139406,5.478609625668449,Up,GO_BP
Negative Regulation Of Response To Stimulus (GO:0048585),3,39,264,0.050755318210614575,IGFBP3;KIF26A;KLF4,0.29198318871139406,3.582167832167832,Up,GO_BP
Epidermal Growth Factor Receptor Signaling Pathway (GO:0007173),3,39,264,0.050755318210614575,AREG;BTC;FAM83A,0.29198318871139406,3.582167832167832,Up,GO_BP
Actin Cytoskeleton Reorganization (GO:0031532),3,39,264,0.050755318210614575,MICALL2;PLEK2;TNIK,0.29198318871139406,3.582167832167832,Up,GO_BP
Negative Regulation Of Protein Phosphorylation (GO:0001933),6,124,264,0.050905644523744104,IGFBP3;MVP;MYADM;PID1;PRR5L;RASSF2,0.29198318871139406,2.253299120234604,Up,GO_BP
Regulation Of Protein Phosphorylation (GO:0001932),8,190,264,0.05263280509326567,BMP7;IGFBP3;KNDC1;MOB3A;MYADM;PID1;PRR5L;TNIK,0.30066756269877676,1.9607655502392345,Up,GO_BP
Protein K48-linked Ubiquitination (GO:0070936),4,66,264,0.05322586794781254,DTX3L;TNFAIP3;UBE2E2;UBE2H,0.30282943417082053,2.822314049586777,Up,GO_BP
Regulation Of Endopeptidase Activity (GO:0052548),3,40,264,0.05403094994546057,SERPINA1;SERPINB6;SERPINF2,0.30495068149217947,3.4926136363636364,Up,GO_BP
Calcium Ion Transmembrane Import Into Cytosol (GO:0097553),3,40,264,0.05403094994546057,F2R;JPH3;PLCH2,0.30495068149217947,3.4926136363636364,Up,GO_BP
Proteolysis Involved In Protein Catabolic Process (GO:0051603),4,67,264,0.055691315866475924,CASP8;ISG15;STUB1;TNFAIP3,0.3054967490919475,2.7801899592944372,Up,GO_BP
Negative Regulation Of Catalytic Activity (GO:0043086),2,18,264,0.05607629908916684,IFIT1;NES,0.3054967490919475,5.174242424242424,Up,GO_BP
Regulation Of Cytosolic Calcium Ion Concentration (GO:0051480),2,18,264,0.05607629908916684,TMEM178A;WNT5A,0.3054967490919475,5.174242424242424,Up,GO_BP
Digestive Tract Development (GO:0048565),2,18,264,0.05607629908916684,PKD1;STRA6,0.3054967490919475,5.174242424242424,Up,GO_BP
Maintenance Of Blood-Brain Barrier (GO:0035633),2,18,264,0.05607629908916684,MFSD2A;SLC1A1,0.3054967490919475,5.174242424242424,Up,GO_BP
Regulation Of Transferase Activity (GO:0051338),2,18,264,0.05607629908916684,NLRC5;PARP4,0.3054967490919475,5.174242424242424,Up,GO_BP
Positive Regulation Of Defense Response To Virus By Host (GO:0002230),2,18,264,0.05607629908916684,DTX3L;STAT1,0.3054967490919475,5.174242424242424,Up,GO_BP
Chloride Transmembrane Transport (GO:1902476),2,18,264,0.05607629908916684,APOL1;SLC1A1,0.3054967490919475,5.174242424242424,Up,GO_BP
Autophagy Of Nucleus (GO:0044804),2,18,264,0.05607629908916684,SNX7;ULK1,0.3054967490919475,5.174242424242424,Up,GO_BP
Regulation Of Cellular Metabolic Process (GO:0031323),3,41,264,0.05740554310911129,NUAK1;PID1;STUB1,0.3103418441645825,3.407427937915743,Up,GO_BP
Regulation Of Type II Interferon Production (GO:0032649),3,41,264,0.05740554310911129,HLA-A;IL18;ISG15,0.3103418441645825,3.407427937915743,Up,GO_BP
Negative Regulation Of Protein Modification Process (GO:0031400),4,68,264,0.058217447865915095,IGFBP3;MYADM;PID1;PRR5L,0.31352984327788624,2.7393048128342246,Up,GO_BP
Negative Regulation Of Apoptotic Process (GO:0043066),12,336,264,0.058971508458937234,ADAM8;F2R;GRINA;IFI6;IFIT3;ITGA5;KLF4;MAPK8IP2;NRBP2;NUAK2;SOX8;WNT5A,0.3163832640135378,1.6631493506493507,Up,GO_BP
Myeloid Leukocyte Differentiation (GO:0002573),3,42,264,0.060877624190162086,CASP8;LIF;SLC4A2,0.32420652669319006,3.3262987012987013,Up,GO_BP
Negative Regulation Of Secretion By Cell (GO:1903531),2,19,264,0.06180833145320207,LIF;RSAD2,0.32420652669319006,4.901913875598087,Up,GO_BP
Antimicrobial Humoral Response (GO:0019730),2,19,264,0.06180833145320207,HLA-A;S100A9,0.32420652669319006,4.901913875598087,Up,GO_BP
Blood Vessel Diameter Maintenance (GO:0097746),2,19,264,0.06180833145320207,BDKRB2;SERPINF2,0.32420652669319006,4.901913875598087,Up,GO_BP
Regulation Of Heart Rate By Cardiac Conduction (GO:0086091),2,19,264,0.06180833145320207,BIN1;KCNH2,0.32420652669319006,4.901913875598087,Up,GO_BP
"Wound Healing, Spreading Of Cells (GO:0044319)",2,19,264,0.06180833145320207,COL5A1;ITGA5,0.32420652669319006,4.901913875598087,Up,GO_BP
Glycosaminoglycan Biosynthetic Process (GO:0006024),3,43,264,0.06444564659099652,CHPF;CHPF2;CHST1,0.3343117916907945,3.248942917547569,Up,GO_BP
Synapse Assembly (GO:0007416),3,43,264,0.06444564659099652,DNER;SHANK3;WNT5A,0.3343117916907945,3.248942917547569,Up,GO_BP
Actin Polymerization Or Depolymerization (GO:0008154),3,43,264,0.06444564659099652,MICAL1;MICALL2;SVIL,0.3343117916907945,3.248942917547569,Up,GO_BP
Cellular Response To Topologically Incorrect Protein (GO:0035967),2,20,264,0.06772966746132136,OPTN;STUB1,0.34199424488128827,4.656818181818182,Up,GO_BP
Regulation Of Calcium Ion-Dependent Exocytosis (GO:0017158),2,20,264,0.06772966746132136,BAIAP3;DOC2B,0.34199424488128827,4.656818181818182,Up,GO_BP
Positive Regulation Of Ion Transmembrane Transporter Activity (GO:0032414),2,20,264,0.06772966746132136,SHANK3;WNK2,0.34199424488128827,4.656818181818182,Up,GO_BP
Cytosolic Pattern Recognition Receptor Signaling Pathway (GO:0002753),2,20,264,0.06772966746132136,IRF7;TNFAIP3,0.34199424488128827,4.656818181818182,Up,GO_BP
Positive Regulation Of Production Of Molecular Mediator Of Immune Response (GO:0002702),2,20,264,0.06772966746132136,IRF5;WNT5A,0.34199424488128827,4.656818181818182,Up,GO_BP
Lung Development (GO:0030324),2,20,264,0.06772966746132136,PKD1;STRA6,0.34199424488128827,4.656818181818182,Up,GO_BP
Kidney Development (GO:0001822),3,44,264,0.06810799632292133,BMP7;PKD1;STRA6,0.34199424488128827,3.1751033057851243,Up,GO_BP
Negative Regulation Of Innate Immune Response (GO:0045824),3,44,264,0.06810799632292133,ISG15;NLRC5;TNFAIP3,0.34199424488128827,3.1751033057851243,Up,GO_BP
Cholesterol Metabolic Process (GO:0008203),3,44,264,0.06810799632292133,ABCG1;APOL2;OSBPL5,0.34199424488128827,3.1751033057851243,Up,GO_BP
Positive Regulation Of NF-kappaB Transcription Factor Activity (GO:0051092),5,103,264,0.0708346266338692,IL18;S100A9;TICAM1;TRAF1;WNT5A,0.3544243197886151,2.260591350397176,Up,GO_BP
Phospholipid Transport (GO:0015914),3,45,264,0.07186299745253459,ABCG1;MFSD2A;OSBPL5,0.35675880484588957,3.1045454545454545,Up,GO_BP
Generation Of Neurons (GO:0048699),5,104,264,0.07317539193522284,DDIT4;DNER;MDGA1;NRBP2;WNT5A,0.35675880484588957,2.238854895104895,Up,GO_BP
Regulation Of Chemokine Production (GO:0032642),2,21,264,0.07382960383770358,IL18;WNT5A,0.35675880484588957,4.435064935064935,Up,GO_BP
Negative Regulation Of Sequestering Of Calcium Ion (GO:0051283),2,21,264,0.07382960383770358,F2R;PLCH2,0.35675880484588957,4.435064935064935,Up,GO_BP
Phospholipase C-activating G Protein-Coupled Receptor Signaling Pathway (GO:0007200),2,21,264,0.07382960383770358,F2R;OPRL1,0.35675880484588957,4.435064935064935,Up,GO_BP
Acylglycerol Metabolic Process (GO:0006639),2,21,264,0.07382960383770358,DGAT1;LMF1,0.35675880484588957,4.435064935064935,Up,GO_BP
Striated Muscle Contraction (GO:0006941),2,21,264,0.07382960383770358,KCNH2;TNNT1,0.35675880484588957,4.435064935064935,Up,GO_BP
Negative Regulation Of Actin Filament Bundle Assembly (GO:0032232),2,21,264,0.07382960383770358,PHLDB2;SHANK3,0.35675880484588957,4.435064935064935,Up,GO_BP
Receptor Signaling Pathway Via STAT (GO:0097696),2,21,264,0.07382960383770358,PKD1;STAT1,0.35675880484588957,4.435064935064935,Up,GO_BP
